nc	pc	oct	accid	dur	tie	chord	part	meas	beat	beatIndex
0	0	6	NA	4	NA	0	1	215	0.75	645.75
0	0	6	NA	4	NA	0	1	215	1.75	646.75
0	0	6	NA	2	start	0	1	215	2.75	647.75
0	1	6	s	2	NA	0	1	216	0.25	648.25
0	1	6	NA	4	NA	0	1	216	0.75	648.75
0	1	6	NA	4	NA	0	1	216	1.75	649.75
0	1	6	NA	2	NA	0	1	216	2.75	650.75
1	2	6	NA	2	NA	0	1	217	0.25	651.25
1	2	6	NA	2	NA	0	1	217	0.75	651.75
6	10	5	NA	2	NA	0	1	217	1.25	652.25
6	10	5	NA	2	NA	0	1	217	1.75	652.75
4	7	5	NA	2	NA	0	1	217	2.25	653.25
4	7	5	NA	2	NA	0	1	217	2.75	653.75
2	4	5	NA	2	NA	0	1	218	0.25	654.25
2	4	5	NA	2	NA	0	1	218	0.75	654.75
0	0	5	NA	2	NA	0	1	218	1.25	655.25
0	0	5	NA	2	NA	0	1	218	1.75	655.75
2	4	5	NA	2	NA	0	1	218	2.25	656.25
2	4	5	NA	2	NA	0	1	218	2.75	656.75
3	5	5	NA	2	NA	0	1	219	0.25	657.25
3	5	5	NA	2	NA	0	1	219	0.75	657.75
4	7	5	NA	2	NA	0	1	219	1.25	658.25
4	7	5	NA	2	NA	0	1	219	1.75	658.75
5	9	5	NA	2	NA	0	1	219	2.25	659.25
5	9	5	NA	2	NA	0	1	219	2.75	659.75
0	0	6	NA	4	NA	0	1	220	0.25	660.25
6	10	5	NA	2	NA	0	1	220	1.25	661.25
NA	NA	NA	NA	2	NA	0	1	220	1.75	661.75
NA	NA	NA	NA	4	NA	0	1	220	2.25	662.25
NA	NA	NA	NA	12	NA	0	1	221	0.25	663.25
NA	NA	NA	NA	4	NA	0	1	222	0.25	666.25
NA	NA	NA	NA	4	NA	0	1	222	1.25	667.25
0	1	6	s	4	NA	0	1	222	2.25	668.25
1	2	6	NA	4	NA	0	1	223	0.25	669.25
3	5	6	NA	4	NA	0	1	223	1.25	670.25
6	11	5	n	4	NA	0	1	223	2.25	671.25
1	2	6	NA	4	NA	0	1	224	0.25	672.25
0	0	6	NA	2	NA	0	1	224	1.25	673.25
NA	NA	NA	NA	2	NA	0	1	224	1.75	673.75
NA	NA	NA	NA	4	NA	0	1	224	2.25	674.25
NA	NA	NA	NA	12	NA	0	1	225	0.25	675.25
NA	NA	NA	NA	4	NA	0	1	226	0.25	678.25
NA	NA	NA	NA	4	NA	0	1	226	1.25	679.25
6	10	5	NA	2	NA	0	1	226	2.25	680.25
6	10	5	NA	2	NA	0	1	226	2.75	680.75
5	9	5	NA	2	NA	0	1	227	0.25	681.25
5	9	5	NA	2	NA	0	1	227	0.75	681.75
4	7	5	NA	2	NA	0	1	227	1.25	682.25
4	7	5	NA	2	NA	0	1	227	1.75	682.75
3	5	5	NA	2	NA	0	1	227	2.25	683.25
3	5	5	NA	2	NA	0	1	227	2.75	683.75
3	5	5	NA	4	NA	0	1	228	0.25	684.25
2	4	5	NA	4	NA	0	1	228	1.25	685.25
NA	NA	NA	NA	4	NA	0	1	228	2.25	686.25
NA	NA	NA	NA	4	NA	0	1	229	0.25	687.25
NA	NA	NA	NA	4	NA	0	1	229	1.25	688.25
1	1	6	f	4	start	0	1	229	2.25	689.25
1	2	6	NA	4	NA	0	1	230	0.25	690.25
0	0	6	NA	4	NA	0	1	230	1.25	691.25
3	5	6	NA	4	NA	0	1	230	2.25	692.25
3	5	6	NA	8	NA	0	1	231	0.25	693.25
4	7	6	NA	3	NA	0	1	231	2.25	695.25
2	4	6	NA	1	NA	0	1	232	0	696
3	5	6	NA	4	NA	0	1	232	0.25	696.25
NA	NA	NA	NA	4	NA	0	1	232	1.25	697.25
NA	NA	NA	NA	4	NA	0	1	232	2.25	698.25
5	9	5	NA	6	NA	0	1	233	0.25	699.25
6	10	5	NA	1	NA	0	1	233	1.75	700.75
5	9	5	NA	1	NA	0	1	233	2	701
4	7	5	NA	2	NA	0	1	233	2.25	701.25
3	5	5	NA	2	NA	0	1	233	2.75	701.75
2	4	5	NA	4	NA	0	1	234	0.25	702.25
NA	NA	NA	NA	4	NA	0	1	234	1.25	703.25
NA	NA	NA	NA	4	NA	0	1	234	2.25	704.25
6	10	5	NA	6	NA	0	1	235	0.25	705.25
0	0	6	NA	1	NA	0	1	235	1.75	706.75
6	10	5	NA	1	NA	0	1	235	2	707
5	9	5	NA	2	NA	0	1	235	2.25	707.25
4	7	5	NA	2	NA	0	1	235	2.75	707.75
3	6	5	s	4	NA	0	1	236	0.25	708.25
NA	NA	NA	NA	4	NA	0	1	236	1.25	709.25
NA	NA	NA	NA	4	NA	0	1	236	2.25	710.25
2	3	6	f	4	start	0	1	237	0.25	711.25
2	3	6	NA	2	stop	0	1	237	1.25	712.25
1	2	6	NA	1	NA	0	1	237	1.75	712.75
0	0	6	NA	1	NA	0	1	237	2	713
6	10	5	NA	1	NA	0	1	237	2.25	713.25
5	9	5	NA	1	NA	0	1	237	2.5	713.5
4	7	5	NA	1	NA	0	1	237	2.75	713.75
3	6	5	s	1	NA	0	1	238	0	714
4	7	5	NA	1	NA	0	1	238	0.25	714.25
1	2	5	NA	1	NA	0	1	238	0.5	714.5
2	4	5	NA	1	NA	0	1	238	0.75	714.75
3	6	5	s	1	NA	0	1	238	1	715
4	7	5	NA	1	NA	0	1	238	1.25	715.25
5	9	5	NA	1	NA	0	1	238	1.5	715.5
6	10	5	NA	1	NA	0	1	238	1.75	715.75
5	9	5	NA	1	NA	0	1	238	2	716
4	7	5	NA	1	NA	0	1	238	2.25	716.25
1	2	5	NA	1	NA	0	1	238	2.5	716.5
2	4	5	NA	1	NA	0	1	238	2.75	716.75
3	6	5	NA	1	NA	0	1	239	0	717
4	7	5	NA	1	NA	0	1	239	0.25	717.25
5	9	5	NA	1	NA	0	1	239	0.5	717.5
6	10	5	NA	1	NA	0	1	239	0.75	717.75
5	9	5	NA	1	NA	0	1	239	1	718
4	7	5	NA	1	NA	0	1	239	1.25	718.25
1	2	5	NA	1	NA	0	1	239	1.5	718.5
2	4	5	NA	1	NA	0	1	239	1.75	718.75
3	6	5	s	1	NA	0	1	239	2	719
4	7	5	NA	1	NA	0	1	239	2.25	719.25
5	9	5	NA	1	NA	0	1	239	2.5	719.5
6	10	5	NA	1	NA	0	1	239	2.75	719.75
5	9	5	NA	1	NA	0	1	240	0	720
4	7	5	NA	1	NA	0	1	240	0.25	720.25
1	2	5	NA	1	NA	0	1	240	0.5	720.5
2	4	5	NA	1	NA	0	1	240	0.75	720.75
3	6	5	s	1	NA	0	1	240	1	721
4	7	5	NA	1	NA	0	1	240	1.25	721.25
5	9	5	NA	1	NA	0	1	240	1.5	721.5
6	10	5	NA	1	NA	0	1	240	1.75	721.75
5	9	5	NA	1	NA	0	1	240	2	722
4	7	5	NA	1	NA	0	1	240	2.25	722.25
1	2	5	NA	1	NA	0	1	240	2.5	722.5
2	4	5	NA	1	NA	0	1	240	2.75	722.75
3	6	5	NA	1	NA	0	1	241	0	723
4	7	5	NA	1	NA	0	1	241	0.25	723.25
5	9	5	NA	1	NA	0	1	241	0.5	723.5
6	10	5	NA	1	NA	0	1	241	0.75	723.75
0	0	6	NA	1	NA	0	1	241	1	724
1	2	6	NA	1	NA	0	1	241	1.25	724.25
0	0	6	NA	1	NA	0	1	241	1.5	724.5
6	10	5	NA	1	NA	0	1	241	1.75	724.75
5	9	5	NA	1	NA	0	1	241	2	725
4	7	5	NA	1	NA	0	1	241	2.25	725.25
3	5	5	NA	1	NA	0	1	241	2.5	725.5
2	4	5	NA	1	NA	0	1	241	2.75	725.75
1	2	5	NA	1	NA	0	1	242	0	726
0	0	5	NA	12	NA	0	1	242	0.25	726.25
4	7	5	NA	12	NA	0	1	243	0.25	729.25
3	5	5	NA	4	NA	0	1	244	0.25	732.25
3	5	4	NA	6	NA	0	1	244	1.25	733.25
2	4	4	NA	2	NA	0	1	244	2.75	734.75
2	4	4	NA	2	NA	0	1	245	0.25	735.25
6	10	4	NA	2	NA	0	1	245	0.75	735.75
6	10	4	NA	2	NA	0	1	245	1.25	736.25
5	9	4	NA	2	NA	0	1	245	1.75	736.75
5	9	4	NA	2	NA	0	1	245	2.25	737.25
1	2	5	NA	2	NA	0	1	245	2.75	737.75
1	2	5	NA	2	NA	0	1	246	0.25	738.25
0	0	5	NA	2	NA	0	1	246	0.75	738.75
0	0	5	NA	2	NA	0	1	246	1.25	739.25
3	5	5	NA	2	NA	0	1	246	1.75	739.75
3	5	5	NA	2	NA	0	1	246	2.25	740.25
2	4	5	NA	2	NA	0	1	246	2.75	740.75
2	4	5	NA	2	NA	0	1	247	0.25	741.25
6	10	5	NA	2	NA	0	1	247	0.75	741.75
6	10	5	NA	4	NA	0	1	247	1.25	742.25
NA	NA	NA	NA	4	NA	0	1	247	2.25	743.25
NA	NA	NA	NA	12	NA	0	1	248	0.25	744.25
5	9	4	NA	4	start	0	1	249	0.25	747.25
5	9	4	NA	2	stop	0	1	249	1.25	748.25
6	10	4	NA	1	NA	0	1	249	1.75	748.75
5	9	4	NA	1	NA	0	1	249	2	749
4	7	4	NA	2	NA	0	1	249	2.25	749.25
5	9	4	NA	2	NA	0	1	249	2.75	749.75
1	2	5	NA	12	start	0	1	250	0.25	750.25
1	2	5	NA	4	stop	0	1	251	0.25	753.25
0	0	5	NA	4	NA	0	1	251	1.25	754.25
2	4	4	NA	4	NA	0	1	251	2.25	755.25
3	5	4	NA	4	NA	0	1	252	0.25	756.25
3	5	5	NA	6	NA	0	1	252	1.25	757.25
2	4	5	NA	2	NA	0	1	252	2.75	758.75
2	4	5	NA	2	NA	0	1	253	0.25	759.25
6	10	5	NA	2	NA	0	1	253	0.75	759.75
6	10	5	NA	2	NA	0	1	253	1.25	760.25
5	9	5	NA	2	NA	0	1	253	1.75	760.75
5	9	5	NA	2	NA	0	1	253	2.25	761.25
1	2	6	NA	2	NA	0	1	253	2.75	761.75
1	2	5	NA	2	NA	0	1	254	0.25	762.25
0	0	5	NA	2	NA	0	1	254	0.75	762.75
0	0	5	NA	2	NA	0	1	254	1.25	763.25
3	5	5	NA	2	NA	0	1	254	1.75	763.75
3	5	5	NA	2	NA	0	1	254	2.25	764.25
2	4	5	NA	2	NA	0	1	254	2.75	764.75
2	4	6	NA	2	NA	0	1	255	0.25	765.25
6	10	6	NA	2	NA	0	1	255	0.75	765.75
6	10	6	NA	4	NA	0	1	255	1.25	766.25
NA	NA	NA	NA	4	NA	0	1	255	2.25	767.25
NA	NA	NA	NA	12	NA	0	1	256	0.25	768.25
5	8	3	f	12	NA	0	1	257	0.25	771.25
5	8	4	f	12	NA	1	1	257	0.25	771.25
5	8	3	f	12	NA	0	1	258	0.25	774.25
5	8	4	f	12	NA	1	1	258	0.25	774.25
5	8	3	f	8	NA	0	1	259	0.25	777.25
5	8	4	f	8	NA	1	1	259	0.25	777.25
5	8	3	NA	4	NA	0	1	259	2.25	779.25
5	8	4	NA	4	NA	1	1	259	2.25	779.25
5	9	3	n	4	NA	0	1	260	0.25	780.25
5	9	4	n	4	NA	1	1	260	0.25	780.25
6	10	4	NA	4	NA	0	1	260	1.25	781.25
4	7	4	NA	4	NA	0	1	260	2.25	782.25
3	5	4	NA	4	NA	0	1	261	0.25	783.25
NA	NA	NA	NA	4	NA	0	1	261	1.25	784.25
NA	NA	NA	NA	4	NA	0	1	261	2.25	785.25
NA	NA	NA	NA	4	NA	0	1	262	0.25	786.25
5	9	4	NA	4	NA	0	1	262	1.25	787.25
5	9	4	NA	4	NA	0	1	262	2.25	788.25
4	7	4	NA	0	NA	0	1	263	0.25	789.25
5	9	4	NA	0	NA	0	1	263	0.25	789.25
0	0	5	NA	4	NA	0	1	263	0.25	789.25
6	10	4	NA	4	NA	0	1	263	1.25	790.25
NA	NA	NA	NA	4	NA	0	1	263	2.25	791.25
NA	NA	NA	NA	4	NA	0	1	264	0.25	792.25
2	4	5	NA	4	NA	0	1	264	1.25	793.25
2	4	5	NA	4	NA	0	1	264	2.25	794.25
1	2	5	NA	0	NA	0	1	265	0.25	795.25
2	4	5	NA	0	NA	0	1	265	0.25	795.25
3	5	5	NA	2	NA	0	1	265	0.25	795.25
5	9	5	NA	2	NA	0	1	265	0.75	795.75
0	0	5	NA	4	NA	0	1	265	1.25	796.25
NA	NA	NA	NA	4	NA	0	1	265	2.25	797.25
6	10	5	NA	1	NA	0	1	266	0.25	798.25
5	9	5	NA	1	NA	0	1	266	0.5	798.5
4	7	5	NA	1	NA	0	1	266	0.75	798.75
5	9	5	NA	1	NA	0	1	266	1	799
6	10	5	NA	1	NA	0	1	266	1.25	799.25
5	9	5	NA	1	NA	0	1	266	1.5	799.5
4	7	5	NA	1	NA	0	1	266	1.75	799.75
5	9	5	NA	1	NA	0	1	266	2	800
6	10	5	NA	1	NA	0	1	266	2.25	800.25
5	9	5	NA	1	NA	0	1	266	2.5	800.5
4	7	5	NA	1	NA	0	1	266	2.75	800.75
5	9	5	NA	1	NA	0	1	267	0	801
0	0	6	NA	4	NA	0	1	267	0.25	801.25
6	10	5	NA	4	NA	0	1	267	1.25	802.25
NA	NA	NA	NA	4	NA	0	1	267	2.25	803.25
3	5	6	NA	1	NA	0	1	268	0.25	804.25
2	4	6	NA	1	NA	0	1	268	0.5	804.5
1	2	6	NA	1	NA	0	1	268	0.75	804.75
2	4	6	NA	1	NA	0	1	268	1	805
3	5	6	NA	1	NA	0	1	268	1.25	805.25
2	4	6	NA	1	NA	0	1	268	1.5	805.5
1	2	6	NA	1	NA	0	1	268	1.75	805.75
2	4	6	NA	1	NA	0	1	268	2	806
3	5	6	NA	1	NA	0	1	268	2.25	806.25
2	4	6	NA	1	NA	0	1	268	2.5	806.5
1	2	6	NA	1	NA	0	1	268	2.75	806.75
2	4	6	NA	1	NA	0	1	269	0	807
3	5	6	NA	2	NA	0	1	269	0.25	807.25
2	4	6	NA	1	NA	0	1	269	0.75	807.75
1	2	6	NA	1	NA	0	1	269	1	808
0	0	6	NA	1	NA	0	1	269	1.25	808.25
6	10	5	NA	1	NA	0	1	269	1.5	808.5
5	9	5	NA	1	NA	0	1	269	1.75	808.75
4	7	5	NA	1	NA	0	1	269	2	809
3	5	5	NA	1	NA	0	1	269	2.25	809.25
0	0	6	NA	1	NA	0	1	269	2.5	809.5
6	10	5	NA	1	NA	0	1	269	2.75	809.75
5	9	5	NA	1	NA	0	1	270	0	810
4	7	5	NA	1	NA	0	1	270	0.25	810.25
3	5	5	NA	1	NA	0	1	270	0.5	810.5
2	4	5	NA	1	NA	0	1	270	0.75	810.75
1	2	5	NA	1	NA	0	1	270	1	811
0	0	5	NA	1	NA	0	1	270	1.25	811.25
5	9	5	NA	1	NA	0	1	270	1.5	811.5
4	7	5	NA	1	NA	0	1	270	1.75	811.75
3	5	5	NA	1	NA	0	1	270	2	812
2	4	5	NA	1	NA	0	1	270	2.25	812.25
1	2	5	NA	1	NA	0	1	270	2.5	812.5
0	0	5	NA	1	NA	0	1	270	2.75	812.75
6	10	4	NA	1	NA	0	1	271	0	813
5	9	4	NA	1	NA	0	1	271	0.25	813.25
3	5	5	NA	1	NA	0	1	271	0.5	813.5
2	4	5	NA	1	NA	0	1	271	0.75	813.75
1	2	5	NA	1	NA	0	1	271	1	814
0	0	5	NA	1	NA	0	1	271	1.25	814.25
6	10	4	NA	1	NA	0	1	271	1.5	814.5
5	9	4	NA	1	NA	0	1	271	1.75	814.75
4	7	4	NA	1	NA	0	1	271	2	815
3	5	4	NA	1	NA	0	1	271	2.25	815.25
3	5	5	NA	1	NA	0	1	271	2.5	815.5
2	4	5	NA	1	NA	0	1	271	2.75	815.75
1	2	5	NA	1	NA	0	1	272	0	816
0	0	5	NA	1	NA	0	1	272	0.25	816.25
6	10	4	NA	1	NA	0	1	272	0.5	816.5
5	9	4	NA	1	NA	0	1	272	0.75	816.75
4	7	4	NA	1	NA	0	1	272	1	817
3	5	4	NA	1	NA	0	1	272	1.25	817.25
2	4	4	NA	1	NA	0	1	272	1.5	817.5
3	5	4	NA	1	NA	0	1	272	1.75	817.75
2	4	4	NA	1	NA	0	1	272	2	818
3	5	4	NA	1	NA	0	1	272	2.25	818.25
2	4	4	NA	1	NA	0	1	272	2.5	818.5
3	5	4	NA	1	NA	0	1	272	2.75	818.75
2	4	4	NA	1	NA	0	1	273	0	819
3	5	4	NA	4	NA	0	1	273	0.25	819.25
4	7	4	NA	4	NA	0	1	273	1.25	820.25
5	9	4	NA	4	NA	0	1	273	2.25	821.25
6	10	4	NA	4	NA	0	1	274	0.25	822.25
0	0	5	NA	4	NA	0	1	274	1.25	823.25
1	2	5	NA	4	NA	0	1	274	2.25	824.25
2	3	5	f	12	start	0	1	275	0.25	825.25
2	3	5	NA	12	stop	0	1	276	0.25	828.25
1	2	4	NA	4	NA	0	1	277	0.25	831.25
2	4	4	NA	4	NA	0	1	277	1.25	832.25
3	6	4	s	4	NA	0	1	277	2.25	833.25
4	7	4	NA	4	NA	0	1	278	0.25	834.25
5	9	4	NA	4	NA	0	1	278	1.25	835.25
6	10	4	NA	4	NA	0	1	278	2.25	836.25
0	0	5	NA	12	start	0	1	279	0.25	837.25
0	0	5	NA	12	stop	0	1	280	0.25	840.25
3	5	5	NA	2	NA	0	1	281	0.25	843.25
4	7	5	NA	1	NA	0	1	281	0.75	843.75
3	5	5	NA	1	NA	0	1	281	1	844
2	4	5	NA	2	NA	0	1	281	1.25	844.25
3	5	5	NA	1	NA	0	1	281	1.75	844.75
2	4	5	NA	1	NA	0	1	281	2	845
1	2	5	NA	2	NA	0	1	281	2.25	845.25
2	4	5	NA	1	NA	0	1	281	2.75	845.75
1	2	5	NA	1	NA	0	1	282	0	846
0	0	5	NA	2	NA	0	1	282	0.25	846.25
1	2	5	NA	1	NA	0	1	282	0.75	846.75
0	0	5	NA	1	NA	0	1	282	1	847
6	10	4	NA	2	NA	0	1	282	1.25	847.25
0	0	5	NA	1	NA	0	1	282	1.75	847.75
6	10	4	NA	1	NA	0	1	282	2	848
5	9	4	NA	2	NA	0	1	282	2.25	848.25
6	10	4	NA	1	NA	0	1	282	2.75	848.75
5	9	4	NA	1	NA	0	1	283	0	849
4	7	4	NA	6	NA	0	1	283	0.25	849.25
5	9	4	NA	1	NA	0	1	283	1.75	850.75
4	7	4	NA	1	NA	0	1	283	2	851
3	6	4	s	2	NA	0	1	283	2.25	851.25
4	7	4	NA	2	NA	0	1	283	2.75	851.75
1	2	6	NA	4	NA	0	1	284	0.25	852.25
6	11	5	n	4	NA	0	1	284	1.25	853.25
3	5	5	NA	4	NA	0	1	284	2.25	854.25
2	4	5	NA	4	NA	0	1	285	0.25	855.25
NA	NA	NA	NA	4	NA	0	1	285	1.25	856.25
NA	NA	NA	NA	4	NA	0	1	285	2.25	857.25
NA	NA	NA	NA	12	NA	0	1	286	0.25	858.25
NA	NA	NA	NA	12	NA	0	1	287	0.25	861.25
4	7	5	NA	4	NA	0	1	288	0.25	864.25
2	4	5	NA	4	NA	0	1	288	1.25	865.25
6	10	4	NA	4	NA	0	1	288	2.25	866.25
3	5	4	NA	4	NA	0	1	289	0.25	867.25
5	9	4	NA	4	NA	1	1	289	0.25	867.25
NA	NA	NA	NA	4	NA	0	1	289	1.25	868.25
NA	NA	NA	NA	4	NA	0	1	289	2.25	869.25
5	9	5	NA	4	NA	0	1	290	0.25	870.25
3	5	5	NA	4	NA	0	1	290	1.25	871.25
0	0	5	NA	4	NA	0	1	290	2.25	872.25
6	10	4	NA	6	NA	0	1	291	0.25	873.25
0	0	5	NA	1	NA	0	1	291	1.75	874.75
6	10	4	NA	1	NA	0	1	291	2	875
5	9	4	NA	2	NA	0	1	291	2.25	875.25
6	10	4	NA	2	NA	0	1	291	2.75	875.75
6	10	5	NA	4	NA	0	1	292	0.25	876.25
4	7	5	NA	4	NA	0	1	292	1.25	877.25
2	4	5	NA	4	NA	0	1	292	2.25	878.25
3	5	5	NA	4	start	0	1	293	0.25	879.25
3	5	5	NA	2	stop	0	1	293	1.25	880.25
4	7	5	NA	1	NA	0	1	293	1.75	880.75
3	5	5	NA	1	NA	0	1	293	2	881
2	4	5	NA	2	NA	0	1	293	2.25	881.25
3	5	5	NA	2	NA	0	1	293	2.75	881.75
4	7	5	NA	12	NA	0	1	294	0.25	882.25
5	9	5	NA	4	start	0	1	295	0.25	885.25
5	9	5	NA	2	stop	0	1	295	1.25	886.25
6	10	5	NA	1	NA	0	1	295	1.75	886.75
5	9	5	NA	1	NA	0	1	295	2	887
4	7	5	NA	2	NA	0	1	295	2.25	887.25
5	9	5	NA	2	NA	0	1	295	2.75	887.75
6	10	5	NA	12	NA	0	1	296	0.25	888.25
0	0	6	NA	4	start	0	1	297	0.25	891.25
0	0	6	NA	2	stop	0	1	297	1.25	892.25
1	2	6	NA	1	NA	0	1	297	1.75	892.75
0	0	6	NA	1	NA	0	1	297	2	893
6	10	5	NA	2	NA	0	1	297	2.25	893.25
0	0	6	NA	2	NA	0	1	297	2.75	893.75
1	2	6	NA	12	NA	0	1	298	0.25	894.25
NA	NA	NA	NA	4	NA	0	1	299	0.25	897.25
0	0	5	NA	4	NA	0	1	299	1.25	898.25
0	0	5	NA	4	NA	0	1	299	2.25	899.25
0	0	5	NA	6	NA	0	1	300	0.25	900.25
1	2	5	NA	1	NA	0	1	300	1.75	901.75
0	0	5	NA	1	NA	0	1	300	2	902
6	11	4	n	2	NA	0	1	300	2.25	902.25
0	0	5	NA	2	NA	0	1	300	2.75	902.75
3	5	4	NA	4	NA	0	1	301	0.25	903.25
NA	NA	NA	NA	4	NA	0	1	301	1.25	904.25
NA	NA	NA	NA	4	NA	0	1	301	2.25	905.25
3	5	4	NA	1	NA	0	1	302	0.25	906.25
2	4	4	NA	1	NA	0	1	302	0.5	906.5
1	2	4	NA	1	NA	0	1	302	0.75	906.75
2	4	4	NA	1	NA	0	1	302	1	907
3	5	4	NA	1	NA	0	1	302	1.25	907.25
2	4	4	NA	1	NA	0	1	302	1.5	907.5
1	2	4	NA	1	NA	0	1	302	1.75	907.75
2	4	4	NA	1	NA	0	1	302	2	908
3	5	4	NA	1	NA	0	1	302	2.25	908.25
2	4	4	NA	1	NA	0	1	302	2.5	908.5
1	2	4	NA	1	NA	0	1	302	2.75	908.75
2	4	4	NA	1	NA	0	1	303	0	909
3	5	4	NA	4	NA	0	1	303	0.25	909.25
5	9	4	NA	4	NA	0	1	303	1.25	910.25
5	9	4	NA	4	NA	0	1	303	2.25	911.25
6	10	4	NA	12	NA	0	1	304	0.25	912.25
5	9	4	NA	4	NA	0	1	305	0.25	915.25
NA	NA	NA	NA	2	NA	0	1	305	1.25	916.25
1	1	5	f	1	NA	0	1	305	1.75	916.75
0	0	5	NA	1	NA	0	1	305	2	917
6	10	4	NA	2	NA	0	1	305	2.25	917.25
0	0	5	NA	2	NA	0	1	305	2.75	917.75
1	1	5	f	12	NA	0	1	306	0.25	918.25
0	0	5	NA	4	NA	0	1	307	0.25	921.25
NA	NA	NA	NA	2	NA	0	1	307	1.25	922.25
6	10	5	NA	1	NA	0	1	307	1.75	922.75
5	9	5	NA	1	NA	0	1	307	2	923
4	7	5	NA	2	NA	0	1	307	2.25	923.25
5	9	5	NA	2	NA	0	1	307	2.75	923.75
6	10	5	NA	12	NA	0	1	308	0.25	924.25
5	9	5	NA	2	NA	0	1	309	0.25	927.25
6	10	5	NA	1	NA	0	1	309	0.75	927.75
5	9	5	NA	1	NA	0	1	309	1	928
4	7	5	NA	2	NA	0	1	309	1.25	928.25
5	9	5	NA	2	NA	0	1	309	1.75	928.75
2	4	5	NA	2	NA	0	1	309	2.25	929.25
3	5	5	NA	2	NA	0	1	309	2.75	929.75
0	0	5	NA	2	NA	0	1	310	0.25	930.25
1	2	5	NA	1	NA	0	1	310	0.75	930.75
0	0	5	NA	1	NA	0	1	310	1	931
6	11	4	n	2	NA	0	1	310	1.25	931.25
0	0	5	NA	2	NA	0	1	310	1.75	931.75
4	8	4	s	2	NA	0	1	310	2.25	932.25
5	9	4	NA	2	NA	0	1	310	2.75	932.75
3	5	4	NA	2	NA	0	1	311	0.25	933.25
4	7	4	NA	1	NA	0	1	311	0.75	933.75
3	5	4	NA	1	NA	0	1	311	1	934
2	4	4	NA	2	NA	0	1	311	1.25	934.25
3	5	4	NA	2	NA	0	1	311	1.75	934.75
0	0	4	NA	2	NA	0	1	311	2.25	935.25
2	4	4	NA	2	NA	0	1	311	2.75	935.75
3	5	4	NA	4	NA	0	1	312	0.25	936.25
5	9	4	NA	4	NA	0	1	312	1.25	937.25
3	5	5	NA	4	NA	1	1	312	1.25	937.25
NA	NA	NA	NA	4	NA	0	1	312	2.25	938.25
3	5	4	NA	4	start	0	2	0	0	0
3	5	4	NA	2	stop	0	2	0	1	1
4	7	4	NA	1	NA	0	2	0	1.5	1.5
3	5	4	NA	1	NA	0	2	0	1.75	1.75
2	4	4	NA	2	NA	0	2	0	2	2
3	5	4	NA	2	NA	0	2	0	2.5	2.5
0	0	4	NA	4	NA	0	2	1	0	3
NA	NA	NA	NA	4	NA	0	2	1	1	4
NA	NA	NA	NA	4	NA	0	2	1	2	5
3	5	4	NA	4	start	0	2	2	0	6
3	5	4	NA	2	stop	0	2	2	1	7
4	7	4	NA	1	NA	0	2	2	1.5	7.5
3	5	4	NA	1	NA	0	2	2	1.75	7.75
2	4	4	NA	2	NA	0	2	2	2	8
3	5	4	NA	2	NA	0	2	2	2.5	8.5
1	2	4	NA	4	NA	0	2	3	0	9
NA	NA	NA	NA	4	NA	0	2	3	1	10
NA	NA	NA	NA	4	NA	0	2	3	2	11
6	10	4	NA	12	start	0	2	4	0	12
6	10	4	NA	8	stop	0	2	5	0	15
4	7	4	NA	4	NA	0	2	5	2	17
3	5	4	NA	8	NA	0	2	6	0	18
6	10	4	NA	3	NA	0	2	6	2	20
4	7	4	NA	1	NA	0	2	6	2.75	20.75
3	5	4	NA	8	NA	0	2	7	0	21
2	4	4	NA	4	NA	0	2	7	2	23
3	5	4	NA	4	start	0	2	8	0	24
3	5	4	NA	2	stop	0	2	8	1	25
4	7	4	NA	1	NA	0	2	8	1.5	25.5
3	5	4	NA	1	NA	0	2	8	1.75	25.75
2	4	4	NA	2	NA	0	2	8	2	26
3	5	4	NA	2	NA	0	2	8	2.5	26.5
0	0	4	NA	4	NA	0	2	9	0	27
NA	NA	NA	NA	4	NA	0	2	9	1	28
NA	NA	NA	NA	4	NA	0	2	9	2	29
3	5	4	NA	4	start	0	2	10	0	30
3	5	4	NA	2	stop	0	2	10	1	31
4	7	4	NA	1	NA	0	2	10	1.5	31.5
3	5	4	NA	1	NA	0	2	10	1.75	31.75
2	4	4	NA	2	NA	0	2	10	2	32
3	5	4	NA	2	NA	0	2	10	2.5	32.5
1	2	4	NA	4	NA	0	2	11	0	33
NA	NA	NA	NA	4	NA	0	2	11	1	34
NA	NA	NA	NA	4	NA	0	2	11	2	35
NA	NA	NA	NA	12	NA	0	2	12	0	36
2	4	5	NA	12	NA	0	2	13	0	39
NA	NA	NA	NA	12	NA	0	2	14	0	42
0	0	5	NA	12	NA	0	2	15	0	45
NA	NA	NA	NA	12	NA	0	2	16	0	48
2	3	5	f	6	NA	0	2	17	0	51
1	2	5	NA	2	NA	0	2	17	1.5	52.5
0	0	5	NA	2	NA	0	2	17	2	53
6	10	4	NA	2	NA	0	2	17	2.5	53.5
5	9	4	NA	8	NA	0	2	18	0	54
6	10	4	NA	0	NA	0	2	18	2	56
5	9	4	NA	0	NA	0	2	18	2	56
4	7	4	NA	0	NA	0	2	18	2	56
5	9	4	NA	0	NA	0	2	18	2	56
0	0	5	NA	2	NA	0	2	18	2	56
6	10	4	NA	2	NA	0	2	18	2.5	56.5
5	9	4	NA	4	NA	0	2	19	0	57
