artist	title	m1	b1	bpm	db0	db8	tranche	transcription	TextGrid	artistOriginYear	era	songYear	album	region	type	bestOf
thaLiks	promoteViolins	NA	NA	NA	NA	NA	genre3	0	NA	1992	mid	NA	NA	west	undetermined	complexSleptOn
theDoc	noOneCanDoItBetter	NA	NA	NA	NA	NA	genre3	0	NA	1986	early	NA	NA	west	undetermined	"complexSleptOn, sourceTop50Lyricists"
theJacka	Hey Girl	NA	NA	NA	NA	NA	genre3	0	NA	1998	mid	NA	NA	west	undetermined	complexSleptOn
theLeft	theMelody	NA	NA	NA	NA	NA	genre3	0	NA	1980	early	NA	NA	east	undetermined	metacriticGreaterThan84
theNotoriousBig	NA	NA	NA	NA	NA	NA	genre3	0	NA	1992	mid	NA	NA	east	undetermined	complexBestSelling
theProdigy	NA	NA	NA	NA	NA	NA	genre3	0	NA	1990	early	NA	NA	east	undetermined	
theSugerHillGang	NA	NA	NA	NA	NA	NA	genre3	0	NA	NA	NA	NA	NA	east	undetermined	betMostInfluential
ti	aboutTheMoney	NA	NA	NA	NA	NA	genre3	0	NA	1996	mid	NA	NA	south	undetermined	sourceTop50Lyricists
vicMensa	NA	NA	NA	NA	NA	NA	genre3	0	NA	2009	late	NA	NA	midwest	undetermined	xxlFreshmen
z-ro	NA	NA	NA	NA	NA	NA	genre3	0	NA	1994	mid	NA	NA	south	undetermined	complexSleptOn
saltNPepa	whattaMan	-1	2.75	86.4932	NA	NA	genre1	1	1	1985	early	1992	Funky Divas	east	undetermined	"betMostInfluential, complexBestSelling"
schoolboyQ	studio	-1	3.625	68	NA	NA	genre1	1	0	2008	late	2014	Oxymoron	west	undetermined	xxlFreshmen
slaughterhouse	yallReady	-1	3.5	94.82511	NA	NA	genre1	1	0	2008	late	2014	Shady XV	midwest	undetermined	
slickRick	childrensStory	0	0	102.8451	NA	NA	genre1	1	0	1982	early	1988	The Great Adventures of Slick Rich	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
snoopDogg	dropIt	0	0.5	91.875	NA	NA	genre1	1	1	1992	mid	2004	R & G: The Masterpiece	west	undetermined	"betMostInfluential, complexBestSelling, sourceTop50Lyricists"
sugaFree	ifUStayReady	-1	2.75	97.50884	NA	NA	genre1	1	0	1997	mid	1996	Street Gospel	west	undetermined	complexSleptOn
talibKweli	chaos2	-1	3.5	92.08927544	NA	NA	talibKweli	1	0	1995	NA	1999	Reflection Eternal	east	artist_album	
talibKweli	goodMourning2	-1	3.75	93.15866084	NA	NA	talibKweli	1	0	1995	NA	2000	Train of Thought	east	artist_album	
talibKweli	movesomething2	0	0.25	92.02748043	NA	NA	talibKweli	1	0	1995	NA	2000	Train of Thought	east	artist_album	
talibKweli	dontletup2	-1	0.75	85.80110826	NA	NA	talibKweli	1	0	1995	NA	2000	NA	east	feature_nonSingle	
talibKweli	brokenAnglish1	0	0	97.64035801	NA	NA	talibKweli	1	0	1995	NA	2001	NA	east	feature_nonSingle	
talibKweli	wagesOfSin1	-1	3.25	96.99909063	NA	NA	talibKweli	1	0	1995	NA	2001	NA	east	feature_nonSingle	
talibKweli	getby1	-1	3.25	90.10136403	NA	NA	talibKweli	1	0	1995	NA	2002	Quality	east	artist_album	
talibKweli	moodswing1	-1	3.75	88.87791631	NA	NA	talibKweli	1	0	1995	NA	2003	NA	east	feature_nonSingle	
talibKweli	aroundMyWay2	0	0	82.00222089	NA	NA	talibKweli	1	0	1995	NA	2004	The Beautiful Struggle	east	artist_album	
talibKweli	backup1	-1	2.5	102.0191286	NA	NA	talibKweli	1	0	1995	NA	2004	The Beautiful Struggle	east	artist_album	
talibKweli	backup2	0	0	102.0191286	NA	NA	talibKweli	1	0	1995	NA	2004	The Beautiful Struggle	east	artist_album	
talibKweli	itry3	0	0.25	97.69003765	NA	NA	talibKweli	1	0	1995	NA	2004	The Beautiful Struggle	east	artist_album	
talibKweli	neverBeenInLove2	0	0.5	96.00640043	NA	NA	talibKweli	1	0	1995	NA	2004	The Beautiful Struggle	east	artist_album	
talibKweli	chillin1	0	0	96.99255717	NA	NA	talibKweli	1	0	1995	NA	2004	NA	east	feature_nonSingle	
talibKweli	yellinaway	-1	1.5	93.19483545	NA	NA	talibKweli	1	0	1995	NA	2004	NA	east	feature_nonSingle	
talibKweli	getemhigh	-1	3.25	88.21783018	NA	NA	talibKweli	1	0	1995	NA	2004	NA	east	feature_nonSingle	
talibKweli	flashGordon1	-1	3.5	90.81449248	NA	NA	talibKweli	1	0	1995	NA	2005	Right About Now	east	artist_album	
talibKweli	rockon2	0	0.25	91.50119142	NA	NA	talibKweli	1	0	1995	NA	2005	Right About Now	east	artist_album	
talibKweli	brightAsTheStars	-1	3.25	94.37672041	NA	NA	talibKweli	1	0	1995	NA	2005	NA	east	feature_nonSingle	
talibKweli	missjanuary	0	0.25	96.08327217	NA	NA	talibKweli	1	0	1995	NA	2006	NA	east	feature_nonSingle	
talibKweli	countryCousins	0	0.25	74.39361455	NA	NA	talibKweli	1	0	1995	NA	2007	Earworm	east	artist_album	
talibKweli	hostileGospel3	0	0.25	87.87185355	NA	NA	talibKweli	1	0	1995	NA	2007	Earworm	east	artist_album	
talibKweli	hotthing1	0	0.25	94.99777349	NA	NA	talibKweli	1	0	1995	NA	2007	Earworm	east	artist_album	
talibKweli	listen1	0	0	97.99251446	NA	NA	talibKweli	1	0	1995	NA	2007	Earworm	east	artist_album	
talibKweli	moreorless1	0	0	90.00140627	NA	NA	talibKweli	1	0	1995	NA	2007	Earworm	east	artist_album	
talibKweli	moreorless3	1	0	90	NA	NA	talibKweli	1	0	1995	NA	2007	Earworm	east	artist_album	
talibKweli	saysomething2	-1	3.5	101.0030161	NA	NA	talibKweli	1	0	1995	NA	2007	Earworm	east	artist_album	
talibKweli	putyo	-1	3	92.60747934	NA	NA	talibKweli	1	0	1995	NA	2008	NA	east	feature_nonSingle	
talibKweli	lockitdown1	0	0.75	95.05577926	NA	NA	talibKweli	1	0	1995	NA	2009	NA	east	feature_nonSingle	
talibKweli	pushthru	-1	3.25	80	NA	NA	talibKweli	1	0	1995	NA	2013	Prisoner of Conscious	east	artist_album	
theCoup	theMagicClap	-1	3.25	69	NA	NA	genre1	1	0	1991	early	2012	Sorry to Bother You	west	undetermined	metacriticGreaterThan84
theRoots	whatTheyDo	0	0	92.69899	NA	NA	genre1	1	0	1987	early	1996	Illadelph Halflife	east	undetermined	
theTreacherousThree	feelTheNew	0	0.5	104.9334	NA	NA	genre1	1	0	1978	early	1994	Old School Flava	east	undetermined	
threeSixMafia	stayFly	0	0	133.3669	NA	NA	genre1	1	1	1991	early	2010	Ten Toes Down	south	undetermined	betMostInfluential
timDog	fuckCompton	0	0	104.6677	NA	NA	genre1	1	1	1989	early	1991	penicillin on Wax	east	undetermined	complexSleptOn
ugk	pimpinAint	-1	3.25	79	NA	NA	genre1	1	0	1987	early	2001	Dirty Money	south	undetermined	"betMostInfluential, metacriticGreaterThan84"
wale	ambition	0	1.5	81.06618	NA	NA	genre1	1	0	2005	late	2011	Ambition	east	undetermined	xxlFreshmen
wiseIntelligent	steadySlangin	-1	3.25	92.28516	NA	NA	genre1	1	1	1989	early	1996	Killin' U_For Fun	east	undetermined	complexSleptOn
wizKhalifa	blackAndYellow	0	1	82	NA	NA	genre1	1	1	2005	late	2011	Rolling Papers	east	undetermined	xxlFreshmen
wuTangClan	cream	0	0.25	90.25	NA	NA	genre1	1	1	1992	mid	1993	Enter the Wu-Tang: 36 Chambers	east	undetermined	"betMostInfluential, complexBestSelling"
yelawolf	tilItsGone	0	0.5	65	NA	NA	genre1	1	0	2003	late	2014	Love Story	south	undetermined	xxlFreshmen
yg	whoDoYouLove	0	0.5	96.59755	NA	NA	genre1	1	0	2006	late	2014	My Krazy Life	west	undetermined	xxlFreshmen
youngBleed	theDayTheyMakeMe	0	0.25	78.5	NA	NA	genre1	1	0	1997	mid	1998	My Balls and My Word	south	undetermined	complexSleptOn
